info	time	type	plate	ABL1	ADAM9	ALCAM	APP	AURKA	AURKB	AXIN1	AXL	BLMH	CASP3	CAV1	CCNA2	CCNE1	CDH1	CSTB	CTSD	EDIL3	EIF4B	EPCAM	EPHA2	ERBB2	EZR	FABP5	FAS	FGF19	FGF2	GLI3	GLO1	GRN	HMOX1	HSPB1	IGFBP2	IKBKG	ITGB5	LGALS3	LIN28A	LRPAP1	LRRC16A	MESDC2	MET	METAP1D	MIF	MKI67	NOTCH1	NPM1	NQO1	NTHL1	PARK7	PARP1	PLAU	PLAUR	POU5F1	SCAMP3	SMAD4	SOD1	SOD2	SOX2	THY1	TNC	TNFRSF10B	TP53	ZNF24
Comb_0h_sc_D12	Comb	0h	sc	D12	0.294423461	0	0	0.840211534	0	0	0	0.194351204	0.531186105	8.359212452	0	0.034296335	0.742171784	0.808323232	0	0	0	0	5.908012842	0.038853952	1.902641125	0.841197314	0.053750633	0.701667407	0.430343251	0.053380411	0	3.479530007	0	0.692288356	0	1.065617809	1.052736755	3.443243671	0	0.939698315	0.716498752	0.382902297	0.138343051	0.066630681	1.293918477	4.109722648	0.438653884	1.630345881	0	0	0.539126497	1.115109458	0.064304876	2.923494949	1.602905356	2.192861886	0.361842732	0.436001148	1.867700351	0.416693078	0.262695965	1.994351808	0	3.628685221	3.06246517	2.467991431
Comb_0h_sc_E2	Comb	0h	sc	E2	0	0	0	0.671333823	0.207287365	0	0.055995937	0.88196212	0	6.417343575	0.06869509	0	1.335723967	1.231026368	0	0	0	0	5.853195871	0	1.150280791	0.178748618	0	0.771715193	0.011551845	0	0	1.742639968	0	0.900176432	0.068180578	1.01857416	1.006973108	1.713992711	0	0.768508654	0.478145878	0.187367743	0.488210157	0.532403017	0.160757161	2.443589183	0	0.908063791	0.265615067	0	0.126517397	0.197565231	0.499973407	2.60071845	0.646538812	2.204735044	0.108318747	0.055579933	0.50645607	0	0.111134289	1.882329397	0	2.474314643	2.062743825	2.204248966
Comb_0h_sc_E3	Comb	0h	sc	E3	0.561844289	0	0	0.584105412	0.450479601	0	0.197230367	0.832604374	0	7.542852019	0	0.77565642	0.289438896	0.728051622	0	0	0	0.016319999	5.154458793	0.058381796	1.691451033	0.823997219	0	1.474343551	0.101234103	0	0	3.111088092	0	1.228013139	0	0.846267969	1.287175785	3.043053043	0	1.057173507	0.665832553	0.534567015	0.539080178	0	0.426000147	4.853037581	0	1.558652952	0.24509121	0	0.6340168	1.486190099	0	2.369416116	0.869557302	2.531871828	0.824686496	0.291061726	1.650706573	0.128620113	0.302349261	2.195658165	0	3.290986345	0.588677833	3.213136267
Comb_0h_sc_E4	Comb	0h	sc	E4	0.67167995	0	0.00647302	0.605512959	0	0.170613933	0	0.614986298	0	7.279147585	0.434114297	0.223952349	0.998057642	0.843919757	0	0	0	0	5.976467081	0	1.908016289	0.9047606	0	0.359364297	0.268710801	0.010510496	0	2.572079966	0	1.211694691	0	0.84699827	1.244822676	2.354201701	0	0.90283681	0.774999765	0.663787319	0.423999735	0	0.824888806	4.237963518	0.099805208	1.664120499	0.325416677	0	0.287355662	1.135617127	0	2.769585273	1.687993556	2.1933077	0.54531709	0.183611289	1.497275953	0.525048961	0.485825074	1.572883162	0	3.394667688	1.306255848	3.118061585
Comb_0h_sc_E5	Comb	0h	sc	E5	0.184192762	0	0	0.030152143	0	0	0	0.382674893	0.026604049	6.746364707	0	0	1.43168946	0.89950974	0	0	0	0	4.962405241	0	0.939075195	0.69953305	0	1.038341146	0	0	0	2.62677364	0	0.701469426	0	0.581614402	0.62191018	0.57377259	0	1.094714592	0.510820813	0.121336702	0.088608595	0	0.41690155	3.76343704	0.207370227	0.919136772	0	0	0	0.702553922	0	1.566963703	0	1.240593441	0	0	1.250990422	0.153588095	0.564049415	0.159434718	0	2.535815098	2.14445976	2.561223207
Comb_0h_sc_E6	Comb	0h	sc	E6	0.859113577	0	0	0.362882366	0.037746863	0	0	0.69446896	0	7.303899333	0	0	1.199846336	1.365568851	0	0	0	0	5.485459773	0	1.515066891	0.468313978	0	0.875315744	0.20304496	0	0	2.971125595	0.024037931	1.256377682	0	0.677437265	0.752564557	1.932261524	0	1.728131445	0.477798728	0.283097824	0	0	1.305048534	3.930447521	0	1.212045965	0	0	0.386694515	0.946713539	0.10650904	1.774241891	0.716234105	2.082653046	0	0.590280831	1.229792759	0.289164041	0.704558723	1.615911666	0	3.162211665	3.507782851	2.626020113
Comb_0h_sc_E7	Comb	0h	sc	E7	0.292893792	0	0	0.5396907	0	0	0	0.176849846	0.188578337	7.565766947	0.248443392	0	1.020267951	0.560597448	0	0	0	0	5.691588379	0	1.446973119	0.602579117	0.066076436	0.362305939	0.538010011	0	0.11749568	2.709281165	0	1.111988007	0	0.480707275	0.638690563	2.651362355	0	0.967400849	0.579188954	0.622637492	0	0.057734125	0.630758779	3.803175744	0.175867647	1.908885907	0	0	0.211404234	0.630766333	0	2.228405798	0.388452565	2.070130589	0.104901825	0	1.360366882	0.325468959	0.723720464	1.489455443	0	3.217595804	2.605548559	2.692013154
Comb_0h_sc_E8	Comb	0h	sc	E8	0.433598204	0	0	0.421505196	0.339636589	0.025660234	0	0.520156168	0	7.007316159	0.243518091	0	1.202195721	0.435807257	0	0	0	0	5.335276712	0.31971049	1.871222094	0.526301441	0.090172551	0.897204986	0.106716693	0	0	2.886862684	0	1.291423049	0	0.155211504	1.045758928	2.096022908	0	0.88948792	0.662033711	0.802128681	0	0.706066281	0.243479927	3.835995203	0.495558407	1.28361968	0	0	0.515332727	0.641735586	0.713131771	2.510482056	1.96570514	2.216944715	0.52747897	0.667808045	1.03809973	0.298508634	0.778292561	1.642154219	0	2.588352707	2.281887791	2.819569553
Comb_0h_sc_E9	Comb	0h	sc	E9	1.225445225	0	0.309559873	0.645672201	0.302051419	0.244785171	0.377771193	0.574239996	0.311948233	6.968435929	0.218157229	0	1.546005436	0.840438481	0.222117593	0	0	0.088241047	4.93138825	0.520484364	1.558891739	1.021657795	0.396653592	1.763407738	0.765157264	0.105830108	0	2.971903413	0.258157955	0.631823494	0	0	1.18415923	1.254716465	0.085705201	1.374503784	0.828791995	0.813838167	0.220563852	0.80813705	1.484129743	3.951718776	0.484243238	1.004070339	0	0.032540281	0.332153505	0.817660531	0.549536825	1.465778842	0.575460277	1.547689572	0.391449289	0.53294432	1.583949328	0.642157539	1.376147795	0.611580073	0.091446917	2.799498432	0.794163109	3.085924584
Comb_0h_sc_E10	Comb	0h	sc	E10	0.988555941	0	0	0.629681709	0.370859593	0.008338357	0.064922092	0.942145172	0	7.77948526	0.101075531	0.169454166	0.745970541	0.568299442	0	0	0	0	5.729632975	0.245936283	1.810135365	0.745525346	0.005025676	1.932664038	0.111950836	0	0	3.146227169	0	1.869105526	0	0.887175591	0.825116959	2.570254652	0	1.269012446	0.765478379	0.682731151	0	0.551627233	1.169742588	4.064055746	0.871693501	1.571164149	0	0.102616363	0.489725553	0.821904795	0.812761394	2.711532502	0.892370232	2.392975097	0.379175122	0	1.5046571	0.282164241	0.980909218	1.72053683	0.056242802	3.950589409	2.627430506	3.330904013
Comb_0h_sc_F2	Comb	0h	sc	F2	0	0	0	0	0	0	0	0.35237962	0	6.094394152	0	0	0.273835378	0	0	0	0	0	4.497984858	0	0.675269488	0.189121311	0	0.652145148	0	0	0	1.506549124	0	0	0	0.39625679	0.476750714	0.901232701	0	0.010252387	0	0	0	0	0	3.411032322	0	0.667514553	0	0	0.028201202	0.399774735	0	0.552776544	0	1.57772879	0	0	0.761211408	0	0	0	0	1.939363048	0.955253848	1.862269002
Comb_0h_sc_F3	Comb	0h	sc	F3	0.39564015	0	0	0.083449403	0	0	0	0.831699844	0	6.669081251	0	0	2.297636566	0.849039379	0	0	0	0	4.634286875	0	1.221867111	0.504944116	0	0.141634957	0	0	0	2.560076078	0	0.46373091	0	0.489457262	0.79986421	1.327465888	0	0.542250987	0.395658743	0.409833141	0.020523565	0.944754505	0.285408046	3.894246343	0.028149753	1.120879343	0.118378946	0	0.574146349	0.710556979	0.246540127	1.51582321	0.119031289	1.708276062	0.526147498	0.045414293	1.202412078	0.180386871	0.098612568	0.758437326	0	3.050889197	1.810286653	2.326698292
Comb_0h_sc_F4	Comb	0h	sc	F4	0.429511266	0	0	0.513846166	0	0.032711729	0	0.669155212	0	7.615762426	0.040327104	0	0.51097573	0.729406644	0	0	0	0	5.458364838	0	1.259327723	0.284057762	0	0.472344891	0.22702063	0	0	2.523255475	0	0.95045563	0	0.620804394	1.134450749	3.690336345	0	0.721490347	0.572656657	0.540082333	0.396788527	0.349526119	0.582636182	4.210634574	0	1.66257186	0	0.240356369	0.293651243	1.121568409	0.237930302	2.014002643	0.544330627	2.33191987	0	0	1.236179001	0.211452017	0.445519145	2.076707824	0	3.040531084	1.027561339	2.629703894
Comb_0h_sc_F5	Comb	0h	sc	F5	0.405302536	0	0	0.593647256	0	0	0	0.585492161	0.362092605	7.268778902	0.10855739	0	1.070411027	0.371301406	0	0	0	0	5.682077205	0	1.100760239	0.554862469	0	1.108519355	0	0	0	2.389628322	0	1.059280183	0	0.692799413	0.929297502	2.241617099	0	1.068379876	0.34240218	0.524807739	0.031306193	0	0.150096917	3.877484274	0.165371769	1.129669267	0	0	0.447043321	0.809834655	0.090399086	2.486598686	0.914254138	1.658870073	0.142652977	0	1.718593105	0.197747987	0.352433425	1.490550119	0	3.158644288	1.31578606	2.287705439
Comb_0h_sc_F6	Comb	0h	sc	F6	0.686019153	0	0	0.350371115	0.079463845	0	0	1.116151415	0.267335008	7.946102998	0.394429141	0.192979026	0.719488909	0.252224437	0	0	0	0	5.157413479	0	1.788547432	0.596663681	0	1.534928511	0.147654508	0	0	3.019773208	0	1.02302447	0	0.42680748	1.243354364	2.581493396	0	0.873469428	0.437562571	0.319434167	0	0.211923315	0.6636375	3.959754924	0.404562486	1.830464105	0	0	0	0.729264539	0.336857265	2.731695142	1.91002608	1.942511524	0.578266098	0.165416434	1.52655344	0	0.638674712	1.30943568	0	4.156326895	2.472672727	2.619327859
Comb_0h_sc_F7	Comb	0h	sc	F7	0.690432936	0.114212465	0	0.998698806	0	0.048138915	0.011595968	0.610184657	0.034375782	7.418862461	0.048743618	0	2.476833565	0	0	0	0	0	4.714922822	0	2.06581645	0.431947732	0.130590275	0.517915887	0.341779552	0	0	2.915529577	0.096730874	0.941612074	0	0.298657546	0	1.424288659	0	0.486559938	0.375274907	0.239318274	0	0.057073751	1.332279673	3.503599198	0.586049055	1.595008935	0	0	0.644432793	0.561526936	0	2.074337427	0.926035578	1.559402675	0.193878421	0.150803004	1.049684016	0.148529573	0.489784303	1.275472325	0	3.223147715	1.027808195	2.409666902
Comb_0h_sc_F8	Comb	0h	sc	F8	0.973909256	0	0.070164301	0.145461553	0	0	0	0.675584291	0	6.934036862	0.191156934	0	1.252735825	0.478496929	0	0	0	0	5.307649974	0.136279371	1.281427712	0.415023251	0.010315481	0.425498836	0.281309436	0	0	2.440655645	0	0.222269714	0	0	0.580807801	1.110775845	0	0.520386335	0.359370713	0.489607287	0	0.699358307	0.97643208	2.955398418	0.273138106	0.867538411	0	0	0.211152246	0	0.273372965	1.648573554	0	2.013628905	0.011752329	0.026980604	0.910214061	0.28265325	1.040444013	0.852997697	0	1.453581301	0.03588876	2.533418675
Comb_0h_sc_F9	Comb	0h	sc	F9	0.989696069	0	0.104610847	0.435074412	0.081739603	0	0	0.718359334	0.435334071	6.877688974	0	0.30555721	0.237161965	0.54975887	0	0	0	0	5.575089777	0.011834596	1.15562235	0.529593782	0.106697599	1.45436645	0.465719212	0	0	2.318501403	0	0.380488285	0	0.638553073	0.837370734	1.621071272	0	1.054672593	0.537754397	0.548295243	0	0	0.780553685	3.600950227	0.706108668	1.123503993	0	0	0.023602289	0.463596938	0.247019632	1.799598055	0.237999305	1.988936525	0	0.397302348	1.447243635	0.27187171	1.082375471	1.056368973	0	2.508394937	0.566787593	2.514118866
Comb_0h_sc_F10	Comb	0h	sc	F10	0.842869359	0	0	0.229525456	0	0	0.041324902	0.120699872	0	7.123144476	0.109199007	0	0.595952829	0.172406001	0	0	0	0	5.698939587	0.148415466	1.133842076	0.042297593	0	0.857864158	0.135345765	0	0.073817965	2.757825667	0	0.734518005	0	0.265910228	1.021589749	2.804206106	0	0.917548471	0.608358447	0.614238501	0	0.239678641	0.909977556	3.694699572	0.683680582	1.404636854	0	0	0.150540338	0.673830588	0.368232977	1.526433337	0	2.287346344	0	0	1.272359026	0.367134862	0.734391438	1.575236981	0	2.591789037	2.823801906	2.599328809
Comb_0h_sc_F11	Comb	0h	sc	F11	0.529253221	0	0.242402238	1.146131988	0.213352058	0	0.070735919	0.794416871	0.488831786	7.619750004	0.133996875	0.084141575	1.672869783	0.898329347	0	0	0	0	5.514538966	0.666080409	1.757419937	0.601313712	0.277075337	1.079532085	0.61578211	0.090619435	0	3.051145487	0.071092225	1.522221814	0	0.731316824	0.696069085	2.073091408	0	1.02787471	0.665657266	0.571077594	0	0.536725357	1.203375086	3.631495183	0.587491013	1.635669149	0	0	0.772509072	0.547382273	0.191980436	2.888192081	0.503071845	2.076214459	0.200857533	0.307889185	1.661505382	0.443744453	0.817219971	1.420850432	0.091960665	2.883950196	1.131885472	2.349400946
Comb_0h_sc_F12	Comb	0h	sc	F12	0.065689977	0	0	0.70522123	0.018616437	0.055523155	0	0	0.380841918	8.168974803	0	0.013336559	0	0.647546749	0	0	0	0	6.404099038	0	1.176658186	0.582391336	0	1.711595638	0	0.245756906	0	2.844677625	0	1.472075461	0	0.758047922	1.21497539	1.6972811	0	1.248612116	0.930553926	0.597623511	0.226473521	0	0.816268277	4.62603935	0	2.512046793	0	0.32597646	1.232010197	1.097510909	0.642872872	3.76316532	0.878964164	1.902384605	0.167569012	0	1.610174011	0	0	2.125548233	0	4.004155948	2.335045103	3.138599667
Comb_0h_sc_G2	Comb	0h	sc	G2	0	0	0	0.28012019	0	0	0	0.001366323	0	6.453403117	0	0	1.095090731	0.456166815	0	0	0	0	4.846401271	0	0.688076903	0.106242767	0	0.42942102	0.127725864	0	0	1.89303034	0	1.193169458	0	0.773195583	0.889607502	1.543884345	0	0.204583528	0.11992092	0.303580726	0.074986182	0	0	4.338567459	0	1.463938244	0.068846189	0	0	1.026324085	0	1.60602104	0.963195571	1.689568602	0.111939324	0	1.300135512	0	0.251513137	1.777921835	0	2.91849568	3.625670341	1.715383316
Comb_0h_sc_G3	Comb	0h	sc	G3	0.215489101	0	0	0.447979471	0	0	0	0.639878669	0	6.708555242	0.303434829	0.074138909	1.337286873	0.350730517	0	0	0	0	5.145081641	0	1.2627934	0.542013599	0	1.378817409	0.034577668	0	0	2.369239045	0	0.83656172	0	0.713192717	1.061871785	2.099233009	0	0.684614889	0.352359151	0.362276443	0.251201149	0.267987639	0.587312575	4.02916759	0	0.978964615	0	0	0.205019212	0.896404573	0.063822283	1.69270241	0.464260385	2.018708393	0.065712596	0.060292908	1.128918719	0.096812093	0.339567178	1.653691049	0	2.94344702	2.08337683	2.500269106
Comb_0h_sc_G4	Comb	0h	sc	G4	0.350180065	0	0	0.106879694	0	0	0	0.627552584	0	6.470494327	0	0	0.588717686	0.83550798	0	0	0	0	4.9336742	0	0.878580934	0.134077602	0	0.983352322	0	0	0	2.2094356	0	0.298824797	0	0.446285294	0.771416279	1.205456276	0	0.667637089	0.283521111	0.10982755	0	0	0.091283655	3.428993027	0.227889175	0.879121533	0	0	0.004984087	0.599516753	0	0.997697707	0	1.324761081	0	0.034071526	1.134623935	0.140029892	0.008158716	0.458911839	0	2.078278131	1.180320733	2.257293896
Comb_0h_sc_G5	Comb	0h	sc	G5	0.350358006	0	0	0.555496462	0	0	0	0.481757202	0	7.37902842	0	0	0.939651877	0	0	0	0	0	3.572167478	0	0.631417626	0.186330466	0	0	0.159718262	0	0	2.537050094	0	0.652373836	0	0.312932238	0.970598747	1.370689287	0	0.595228811	0.314458263	0.343088288	0	0	0.087458177	3.584666937	0	1.068512242	0	0	0	0.77040738	0	0.583337368	0.2819128	2.410699922	0.313512413	0	1.146603165	0.33037143	0.603371377	1.781438146	0	3.119763823	1.930644392	2.345325234
Comb_0h_sc_G6	Comb	0h	sc	G6	0.568796654	0	0	0.735996276	0	0	0	0.273519983	0	7.189308938	0	0	1.322087308	0.757270119	0	0	0	0	4.290274662	0	1.118982383	0	0.021182698	1.643562926	0.518939205	0	0	2.626954966	0	0.82295307	0	0.642088031	1.183002328	1.556290773	0	0.84823915	0.333207811	0.479167413	0	0	0.926514808	3.64178284	0.092048555	1.58628479	0	0	0	0.611055457	0.626113616	1.914340696	0	1.736168772	0.307403686	0	1.399941584	0.110555354	0.992356589	0.918128793	0	2.525509625	1.195131692	2.258795515
Comb_0h_sc_G7	Comb	0h	sc	G7	0.909126578	0	0	0.156031043	0	0.094742989	0	0.643297423	0.425823606	8.317775773	0.21698597	0	1.081063109	0.180033327	0	0	0	0	5.553520608	0.131876813	1.232794568	0.39530645	0.11917652	1.772107734	0.392046303	0	0	3.066263829	0	0.934321577	0	0	0.91266366	2.389988863	0	0.889732445	0.409555059	0.638707734	0	0	0.307249806	3.927773159	0.716644738	1.320205241	0	0.070342335	0.226723389	0.762883091	0.20534672	2.601360687	1.405891005	2.06129095	0	0.058271346	1.337145511	0.178188331	0.985855194	1.977815205	0	3.633488033	2.941830463	2.400414667
Comb_0h_sc_G8	Comb	0h	sc	G8	0.632104706	0	0.084746804	0.022858254	0.132904111	0.383359946	0	0.384409059	0.05548891	7.178545649	0.014207585	0.256141241	0.997779635	0.226033193	0	0	0	0	5.018208155	0	1.294246417	0.689774494	0.187992106	1.586509097	0.010567534	0	0	3.077053549	0	0.162014966	0	0	1.102866739	0.598333159	0	1.071330995	0.358041898	0.645749688	0	0	0.622248351	3.959094919	0.298488555	1.956664513	0	0.262636789	0	0.684145289	0	1.440653338	0	1.57115295	0	0.137647296	1.297773007	0.376795826	0.722005555	0.300353063	0	2.826041206	0	2.778402114
Comb_0h_sc_G9	Comb	0h	sc	G9	0.579204435	0	0	0.165933124	0	0	0.199558156	0.208861174	0	6.974953458	0	0.135095658	0.060447002	0.251710749	0	0	0	0	5.342324033	0.033793765	1.211765178	0.226112288	0	0.725797495	0.226306083	0	0	2.747403869	0	0.986843992	0	0.328036611	0.625191117	2.272465845	0	0.64966658	0.307045464	0.200380028	0	0.16068524	0.826120052	3.976956655	0.688828421	1.202092236	0	0	0	0.648022957	0.06253456	1.834700512	0.655804481	2.142601605	0.61651366	0.345151217	1.200576913	0.097742828	0.643053936	1.510490075	0	2.889228838	3.215519012	2.58663731
Comb_0h_sc_G10	Comb	0h	sc	G10	0.829965652	0	0	0.01294377	0.504805916	0	0	1.34950526	0.440469658	7.517545456	0.334917796	0.441565841	0.08466219	0.211772102	0.015137722	0	0	0	4.922571712	0.354073181	1.574834171	0.573457379	0	1.682780152	0.397980744	0	0	2.925626505	0	1.298086856	0.385649477	0.574306989	1.238132067	2.506596281	0	1.058839156	0.599339735	0.374526348	0	0.131573983	0.716972795	4.218810845	0.097989022	1.933579218	0	0	0.222241762	0.9662716	0.36168764	2.3743668	1.239484922	2.414930601	0.925614535	0.158326023	1.747377827	0.288374177	1.281000295	1.521371138	0	3.837135266	1.701018023	3.176634446
Comb_0h_sc_G11	Comb	0h	sc	G11	0.62604584	0	0	0.237405888	0	0.285361742	0.015716193	0.438747248	0.328427272	7.776304796	0.096029217	0.348124838	1.495018349	0.475972265	0	0	0	0	5.21302646	0.362515801	1.699155613	0.361016315	0.242679854	0.659069656	0.359182928	0.086683449	0	2.770434816	0.038046691	1.079379407	0	0	1.269657849	3.026989232	0	0.748179176	0.703898783	0.76324616	0	0	1.061905563	3.938914534	0.624693852	1.728577455	0	0.376455923	0.671796053	0.868021104	0	2.949164171	1.213229507	2.289385508	0.512191192	0.273630986	1.342631441	0.151002334	0.947299606	1.899413517	0	3.152821525	1.431743291	3.019020311
Comb_0h_FACS_G12	Comb	0h	FACS	G12	5.571272175	4.142987689	2.338156354	5.755285158	3.573776312	3.221836889	3.480859321	5.915096232	6.143503128	14.64229822	4.284372247	4.624741519	5.687082014	6.290750351	6.863879938	4.32547832	3.188233474	4.042154359	12.38377341	3.881304715	7.974311727	7.11504899	5.708085409	7.946220164	3.321744899	5.243747947	4.332932547	9.50552732	3.43548205	8.166574629	5.273231355	6.187962233	6.729065298	9.033059052	2.987837325	7.570420808	7.028005339	5.271100934	5.951514784	3.986993398	6.940145823	9.540302932	3.394264391	7.478347032	3.047452844	4.200993388	3.628237204	6.712129458	2.550600723	9.303140187	7.549800597	8.805890652	5.491685952	4.604773782	6.698292383	4.901715352	5.714367077	8.207062018	1.865212822	10.10212258	7.543665059	9.172514714
Comb_0h_sc_H2	Comb	0h	sc	H2	0	0	0	0.197203906	0	0	0	0	0	6.491293721	0	0	0.521294031	0.745555692	0	0	0	0	5.232764248	0	0.791072698	0.524743363	0	0.567355056	0	0	0	2.213189386	0	0.892510073	0	0.934157004	0.394881583	2.211688942	0	0.614367198	0	0.076220418	0	0	0	4.053074499	0	0.911427378	0	0	0.111121883	1.005943012	0	1.621536179	0.437141025	1.799061161	0	0	1.246879336	0	0.175120297	1.780286604	0	3.12514174	2.780695625	1.8558379
Comb_0h_sc_H3	Comb	0h	sc	H3	0.306807968	0	0	0.035825847	0	0	0	0.19077246	0.034541772	7.002476391	0.285955158	0	0.570901833	0.844717064	0	0	0	0	4.444723683	0	1.125150407	0.650497584	0	1.124273214	0	0	0	2.490861541	0	0.03718345	0	0.399992633	0.790714094	1.262120214	0	0.674368371	0.244470209	0	0.035678451	0.384804482	0.64621828	3.922591368	0	0.731978798	0	0	0.305563777	0.804650689	0	1.600352801	0.307361881	1.951951824	0	0.20791227	1.310600361	0	0.721915715	0.182131294	0	2.631893224	0.839544054	1.937623336
Comb_0h_sc_H4	Comb	0h	sc	H4	0.413155666	0	0	0.63069983	0	0	0	0	0.070467345	7.182742191	0	0	0.450036479	0.778912705	0	0	0	0	6.195771117	0	1.059392618	0.506768387	0	0.69840403	0	0	0	2.404865569	0	0.943197297	0	0.480176545	1.443406847	3.849345803	0	0.974518472	0.448735951	0.547884398	0	0	0.974281488	4.4511391	0.266634792	1.308007187	0	0	0.117858406	1.198622153	0.388735967	2.293541871	0.992915004	2.637580099	0.399446869	0.18252111	1.689603193	0	0.269743711	2.278284493	0	3.393121243	3.473429692	2.616152752
Comb_0h_sc_H5	Comb	0h	sc	H5	0.523259807	0	0	1.110351034	0.828070183	0.438342596	0.139222073	0.523500241	0.414356856	7.783595483	0	0.944274904	0.653871239	0.714989941	0.398067936	0	0	0	5.949907076	0.085088696	1.504294341	1.010368319	0.058802014	1.438433295	0.348756729	0	0	3.173099972	0	1.326084144	0	1.400057504	0.838133355	3.805780392	0	1.155669334	0.847358391	0.53264428	0.324729745	0	0.952645086	4.769503692	0.383722004	2.541755764	0.030360734	0	0.06572367	1.341294662	0	2.393502192	0.547848404	2.925385597	0.63792325	0.548183061	1.926464307	0.338496791	0.730578696	1.882092107	0	3.809826598	1.112474388	3.25753883
Comb_0h_sc_H6	Comb	0h	sc	H6	0.314264051	0	0	0.038633492	0	0	0	0.1299837	0	7.075413273	0.251675368	0.058210463	0.195459432	0.037535265	0	0	0	0	5.435830133	0	1.112934765	0.620107268	0	0.799088665	0.013852625	0	0	2.592173723	0	0.929946629	0	0.369882024	0.308127897	1.384714604	0	0.373578194	0.339101574	0.410732983	0	0.134293477	0	3.663035331	0.435696255	0.856001331	0	0	0.527007865	0.317260417	0.221450023	2.12018298	0.253329604	1.680760203	0	0.254308016	1.17753094	0.003228823	0.5026245	1.180079333	0	2.477459237	1.258172133	2.258976429
Comb_0h_sc_H7	Comb	0h	sc	H7	0.918813993	0	0.299696187	0.702505336	0.489374376	0.193289643	0	0.735099448	0.333124793	8.00434849	0.082818429	0.222978473	0.920826106	0.56375338	0.335539803	0	0	0.05547308	6.081419167	0.410061319	1.831855002	0.698136854	0.287335781	1.34484144	0.592817729	0	0.111251782	3.150432572	0.136166131	1.317898849	0	0.622846085	1.237049036	3.450272595	0	1.585653121	0.803034105	0.728985206	0.059113802	0.152761003	1.279156863	4.284274341	0.300372456	2.30194568	0	0	0.557991986	1.218822533	0.116153839	2.270558603	0.320336824	2.816348192	0.323512409	0.775189425	1.597976663	0.719071443	0.809356073	2.431227367	0.072141561	3.84982813	1.028770985	2.970956329
Comb_0h_sc_H8	Comb	0h	sc	H8	0.882206827	0	0	0.403314809	0.778292468	0.49634611	0	0.779041696	0.117610725	8.094414792	0.019013623	0.329246069	0.392489323	0.767199514	0.147055966	0	0	0	6.04793753	0.378120175	1.999605409	1.005579043	0.034161081	1.658508518	0.057637837	0	0	3.331797572	0	1.209459396	0	0.558387096	1.446079356	2.085800442	0	1.366442475	0.719275162	1.034113157	0	0.343955611	0.871778642	4.327541578	0.287811007	1.262229204	0	0	0.414201424	1.026230137	0.080077651	2.349862822	0.704610203	2.520005619	0.226300742	0.257556893	1.750851661	0.393231963	0.986783408	1.241108407	0	4.011331478	0.642018235	3.07872976
Comb_0h_sc_H9	Comb	0h	sc	H9	0.38647409	0	0	0.2758452	0	0	0	0	0	7.224853237	0	0	0.55447409	0.230331292	0	0	0	0	5.681472532	0.050028948	1.148466863	0.311498773	0	1.075811395	0.378035814	0	0	2.427858781	0	0.660416528	0	0.665595282	0.698739312	2.643784238	0	0.654867441	0.34743889	0.535195894	0	0	0	3.932565401	0.261682407	1.228186449	0	0	0	0.663642784	0	2.267526826	1.364708494	1.966770008	0.186816107	0.285642865	1.144692175	0	0	1.66730339	0	3.591489501	2.592123428	2.302110575
Comb_0h_sc_H10	Comb	0h	sc	H10	0.636370828	0	0	0.05626211	0	0	0	0	1.36848445	7.469982075	0.091455617	0	0.339541238	0.357285503	0	0	0	0	5.264670777	0	1.292567872	0.017656085	0	1.598281372	0.401808215	0	0	2.601596893	0	1.259402059	0	0.188114548	0.749318976	2.395874127	0	0.754698941	0.29594762	0.280947554	0	0	0.294808462	3.849874671	0	1.382656648	0	0	0	0.746108017	0	2.433729811	1.55680266	2.058528153	0.080972892	0	1.246982903	0.015167937	0.717088622	1.567786088	0	2.805311448	1.551853252	2.490325254
Comb_0h_sc_H11	Comb	0h	sc	H11	0.989681214	0	0.099217144	0.373547683	0.398773159	0.314331609	0.277272793	0.639261236	0.246770766	7.91378994	0.500776918	0.108010371	0.810759785	0.39726736	0.090750173	0	0	0	5.671310619	0.416380162	1.390491965	0.784448937	0.381022115	2.375640405	0.165799071	0	0.330037361	3.50837683	0	1.022359112	0	0.641643673	1.19263489	2.740852409	0	1.284840644	0.756887114	1.082510453	0.064294964	0.361656616	1.20987668	3.971175928	0.387057334	1.38508017	0	0.114483663	0.47918825	0.936865519	0.246977281	2.557258962	1.044534893	2.576179946	0.907718864	0	1.606919916	0.788287083	0.371666864	1.876628266	0.022002446	4.003355832	2.952472035	2.857211216
Comb_0h_FACS_H12	Comb	0h	FACS	H12	5.269972239	3.975597188	2.240915375	5.821678919	3.559874638	2.505968638	3.448728198	5.769901093	5.683439538	13.81354721	4.283066146	4.477778827	5.384027873	6.238258346	6.526742689	3.778718323	2.038691697	4.118002349	12.21997587	3.629176898	7.463011723	6.984081756	5.131118472	7.600967693	3.020800541	4.744705531	4.017723891	9.222971806	2.964821247	7.986468203	5.019028374	6.240149126	6.646828203	9.160636435	2.528057238	7.275067832	6.706371476	5.313172661	6.091415631	3.592274318	6.310205005	9.539544319	3.056913259	7.284536826	3.219428353	4.09281285	3.970062104	6.750345575	2.12460972	8.664778425	7.244987361	8.652524942	5.313023827	4.641054362	6.552802227	4.445596998	5.49646172	8.072951153	1.554613584	9.789734564	7.321738608	8.855373436
